"p_symbol","last_close","last_volume","avg_volume","pct_change_1_day","pct_change_1_week","pct_change_1_month","pct_change_3_months","pct_change_1_year","sma_5","ema_5","sma_13","ema_13","sma_20","ema_20","sma_34","ema_34","sma_50","ema_50","sma_89","ema_89","sma_200","ema_200","bband_upper","bband_lower","bband_mid","macd","macd_signal","macd_hist","adx","dmi_plus","dmi_minus","rsi","stoch_k","stoch_d","cci","psar","true_range","atr","williams_r","trix","stochrsi_k","stochrsi_d","momentum","candle","p_date"
"IFCI-2M","12.45","100000.00","8312000.00","-0.80","0.81","-29.06","-18.63","-45.99","12.51","12.66","13.64","13.49","14.47","14.10","15.49","14.83","15.88","15.35","16.02","16.36","20.16","19.32","17.70","11.24","14.47","-1.09","-0.88","-0.21","36.77","13.88","34.79","32.65","54.70","47.17","-3.99","14.71","0.15","0.79","-81.91","-0.22","72.78","83.49","-5.10","","2018-10-05"
"IFGLEXPOR","224.75","26010.00","21599.54","-1.83","-6.74","-12.43","9.90","0.00","232.06","231.14","244.38","240.12","250.06","243.17","247.71","243.44","243.50","241.51","228.25","240.80","255.94","260.57","276.85","223.27","250.06","-4.47","-0.29","-4.18","19.94","21.52","22.70","32.94","17.95","19.95","-97.98","257.12","12.35","13.60","-84.28","0.23","0.00","1.46","-31.90","","2018-10-05"
"IGARASHI","631.15","8449.00","9655.36","2.46","-8.32","-3.26","1.98","-21.20","643.85","637.91","655.34","648.88","655.94","653.33","659.87","658.31","669.18","662.00","660.80","671.70","704.38","707.63","703.76","608.12","655.94","-7.86","-4.56","-3.30","14.06","16.62","27.23","43.97","25.06","35.10","-83.75","700.14","53.80","32.76","-67.46","-0.04","28.81","21.60","-21.30","","2018-10-05"
"IGL","221.70","3049724.00","2556240.64","-5.80","-13.79","-23.63","-15.06","-24.03","237.76","236.77","251.85","249.49","258.70","256.13","269.07","263.78","278.53","267.89","271.39","272.62","286.27","284.24","287.53","229.87","258.70","-11.81","-8.47","-3.35","28.83","12.27","39.18","26.88","8.47","12.91","-142.36","274.05","17.95","12.63","-92.85","-0.07","0.00","2.32","-68.60","","2018-10-05"
"IGL-1M","223.35","4749250.00","4783680.00","-5.56","-12.74","-23.04","-14.64","-23.32","239.27","238.01","252.47","250.22","259.03","256.67","269.23","264.19","278.90","268.28","271.79","273.05","286.90","285.00","286.74","231.32","259.03","-11.50","-8.35","-3.15","29.55","12.56","40.56","27.81","9.67","14.64","-141.56","273.39","17.90","12.14","-92.07","-0.07","0.00","2.52","-66.85","","2018-10-05"
"IGL-2M","222.95","52250.00","847110.00","-5.13","-13.55","-23.82","-15.16","-23.94","240.09","238.43","253.40","250.98","260.02","257.45","269.86","264.91","279.34","268.98","272.53","273.82","288.01","286.20","288.19","231.85","260.02","-11.51","-8.21","-3.30","31.13","13.93","48.10","27.27","8.35","14.55","-133.91","271.46","15.00","10.63","-95.05","-0.07","0.00","7.99","-69.70","","2018-10-05"
"IGPL","346.55","42604.00","73533.86","-10.72","-20.86","-27.80","-29.06","-44.16","381.26","382.09","426.69","416.02","448.13","432.50","463.37","451.25","468.13","466.93","491.02","502.70","616.02","577.08","536.00","360.27","448.13","-28.97","-18.31","-10.66","34.87","6.02","39.50","19.58","31.98","35.37","-123.74","416.18","48.25","28.72","-94.53","-0.27","0.00","18.99","-133.45","","2018-10-05"
"IIFL","460.60","427277.00","213802.48","-4.83","-12.45","-36.07","-29.19","-23.12","491.44","491.43","547.58","541.38","592.64","572.88","646.24","609.74","659.23","631.87","667.86","658.04","700.69","669.31","747.57","437.70","592.64","-56.01","-42.96","-13.04","53.49","3.30","34.56","15.71","27.96","36.07","-115.69","523.00","34.90","39.29","-93.34","-0.20","0.00","0.00","-259.85","","2018-10-05"
"IITL","88.00","850.00","549.72","2.62","2.92","-6.88","-5.48","19.48","86.24","86.64","88.98","88.57","92.50","89.19","89.83","89.17","85.73","89.50","91.76","91.67","101.94","96.08","103.98","81.01","92.50","-0.83","0.33","-1.17","27.81","22.92","24.52","48.39","29.55","28.78","-21.39","93.83","6.50","5.06","-63.28","-0.02","94.51","52.36","-6.50","","2018-10-05"
"IL&FSENGG","25.15","1268359.00","293894.20","9.83","82.91","51.05","-4.91","-20.29","19.28","20.55","15.77","17.44","15.54","16.96","16.57","17.52","18.62","18.77","22.49","22.06","32.98","29.80","22.12","8.95","15.54","0.54","-0.92","1.47","33.92","44.61","15.18","74.34","100.00","89.03","107.87","13.57","2.25","2.07","0.00","-0.96","100.00","100.00","8.50","","2018-10-05"
"IL&FSTRANS","30.35","2120912.00","1084302.92","-9.94","28.60","-2.57","-25.79","-57.88","29.09","29.58","25.76","27.54","26.37","27.77","28.93","29.52","32.45","31.92","37.66","37.82","55.85","52.19","33.67","19.06","26.37","-0.82","-2.20","1.38","34.62","30.04","17.37","53.65","77.64","83.24","45.25","21.75","3.45","3.47","-37.64","-0.89","70.87","90.29","-0.80","","2018-10-05"
"IMFA","256.55","35645.00","43677.38","-3.66","-8.33","-23.26","-17.73","-58.97","264.45","266.22","285.63","281.47","297.37","290.48","309.24","301.33","312.87","310.97","318.56","339.63","456.01","441.93","344.78","249.97","297.37","-16.01","-11.62","-4.38","27.32","12.69","28.89","28.13","21.79","24.16","-87.13","290.15","17.95","16.66","-97.94","-0.24","0.00","29.05","-77.75","","2018-10-05"
"IMPAL","866.95","2837.00","772.92","-0.55","-4.30","-8.93","-9.73","8.37","892.25","885.31","902.35","900.18","912.12","907.67","923.95","917.05","926.97","925.67","940.36","945.68","1034.16","970.11","950.91","873.32","912.12","-13.41","-9.43","-3.97","20.77","9.24","22.05","28.42","29.84","44.42","-113.00","937.00","30.00","31.74","-80.96","-0.08","0.00","14.83","-85.00","","2018-10-05"
"INDBANK","9.30","26506.00","29146.84","4.49","-0.53","-30.08","-24.08","-53.73","8.82","9.13","10.27","10.07","11.21","10.72","12.11","11.51","12.57","12.11","12.85","13.42","18.27","16.85","14.67","7.75","11.21","-1.16","-0.91","-0.25","33.56","12.64","35.07","28.34","53.02","26.46","102.76","9.90","0.40","0.70","-76.00","-0.34","100.00","66.67","-4.00","","2018-10-05"
"INDHOTEL","124.60","1033378.00","1240114.98","0.89","-2.77","-8.62","-5.14","5.68","127.65","125.88","127.47","127.23","127.91","127.70","128.34","128.24","128.51","128.84","130.47","130.08","133.40","128.55","133.57","122.24","127.91","-0.82","-0.38","-0.44","18.33","23.73","18.56","44.63","10.19","22.54","-58.45","139.44","3.40","4.69","-83.75","-0.05","8.48","2.83","-11.75","","2018-10-05"
"INDIACEM","95.55","6231936.00","6189281.26","-3.92","-8.56","-22.73","-8.74","-43.69","99.12","99.41","106.17","104.93","110.58","107.92","114.23","110.90","114.78","112.81","113.64","117.81","138.09","136.54","127.25","93.90","110.58","-5.14","-3.34","-1.80","22.71","15.13","29.10","30.25","17.00","19.46","-127.75","108.89","6.40","6.31","-95.95","-0.07","0.00","5.14","-28.10","","2018-10-05"
"INDIACEM-1M","95.90","12215000.00","12580260.00","-3.86","-8.32","-22.47","-8.88","-43.42","99.53","99.73","106.40","105.18","110.69","108.13","114.39","111.08","114.97","113.00","113.84","118.03","138.43","136.97","127.01","94.38","110.69","-5.08","-3.31","-1.77","21.62","15.02","27.96","30.72","17.20","19.90","-131.28","109.12","6.95","6.48","-94.65","-0.07","0.00","8.60","-27.80","","2018-10-05"
"INDIACEM-2M","96.70","133000.00","3193330.00","-3.49","-7.90","-21.92","-7.11","-43.30","99.98","100.24","106.95","105.67","111.18","108.59","114.69","111.48","115.28","113.37","114.16","118.43","139.04","137.56","127.52","94.85","111.18","-5.02","-3.23","-1.79","19.25","17.44","29.25","32.10","12.61","13.37","-118.96","109.18","6.00","5.77","-95.08","-0.07","0.00","13.12","-27.15","","2018-10-05"
"INDIACEM-3M","99.30","21000.00","23660.00","-1.63","-5.29","-11.73","-25.90","0.00","104.50","103.90","112.04","109.34","114.92","111.36","113.30","113.77","113.05","117.00","124.86","127.98","","","130.92","98.91","114.92","-3.53","-1.49","-2.04","11.97","31.41","44.96","37.47","3.24","11.81","-89.41","127.07","2.20","5.36","-100.00","-0.31","0.00","10.90","-13.20","","2018-10-05"
"INDIAGLYCO","398.00","99516.00","122434.22","-4.32","-3.63","-14.00","3.96","63.79","396.77","404.05","433.93","424.54","452.60","435.93","454.49","446.30","459.88","451.81","452.70","458.86","482.64","444.57","545.24","359.96","452.60","-19.32","-11.52","-7.80","24.19","22.64","27.10","37.58","56.76","40.25","77.64","444.80","36.50","24.90","-84.51","-0.03","70.31","90.10","-64.80","","2018-10-05"
"INDIANB","229.45","2694318.00","1927410.82","-7.39","1.24","-30.21","-32.40","-11.34","240.58","240.70","256.47","256.98","278.29","270.62","300.80","289.18","317.04","301.30","328.93","314.22","331.59","325.20","352.71","203.86","278.29","-25.02","-22.25","-2.78","44.19","12.88","39.00","27.70","55.44","61.57","-41.84","220.40","24.30","17.54","-90.53","-0.31","62.71","85.05","-99.30","","2018-10-05"
"INDIANB-1M","230.25","5820000.00","5649120.00","-7.36","1.61","-30.39","-31.94","-11.10","241.58","241.57","257.33","257.86","279.25","271.55","301.89","290.12","318.29","302.11","328.48","314.74","331.89","325.88","354.13","204.36","279.25","-25.10","-22.33","-2.77","43.96","13.15","39.33","27.88","54.38","61.30","-42.57","273.80","23.25","17.26","-90.51","-0.30","62.56","84.82","-100.50","","2018-10-05"
"INDIANB-2M","231.25","38000.00","879000.00","-7.50","1.38","-30.60","-31.87","-19.21","242.18","242.52","258.64","258.97","280.73","272.73","303.28","291.13","318.50","302.80","327.99","314.95","332.34","326.64","356.81","204.65","280.73","-25.16","-22.24","-2.91","35.78","16.79","45.33","28.36","52.50","59.10","-43.78","222.98","19.55","15.35","-90.59","-0.28","62.72","84.82","-101.95","","2018-10-05"
"INDIANCARD","130.65","3123.00","2378.36","1.55","3.69","-6.78","-6.68","-23.71","128.89","129.67","133.07","132.03","134.96","133.71","136.99","135.91","138.49","137.77","141.09","142.09","158.86","156.06","144.69","125.22","134.96","-3.04","-2.42","-0.62","27.09","9.46","19.01","41.57","40.03","32.72","146.84","142.75","11.75","8.00","-63.30","-0.12","100.00","85.53","-9.50","","2018-10-05"
"INDIANHUME","248.85","32156.00","18218.12","-1.66","0.38","-13.16","-1.78","-48.80","245.14","248.29","254.88","254.72","263.79","260.21","272.59","266.58","277.37","270.81","271.16","282.58","327.42","339.06","296.12","231.46","263.79","-9.73","-8.17","-1.56","21.32","16.44","21.79","39.35","67.61","56.34","57.61","263.18","12.45","14.15","-60.31","-0.08","82.58","94.19","-37.70","","2018-10-05"
"INDIAVIX","19.73","39712.14","35923.18","4.28","16.61","47.35","51.77","49.81","18.12","18.42","16.71","17.04","15.85","16.26","14.63","15.31","13.97","14.72","13.49","14.16","14.07","13.83","19.48","12.23","15.85","1.40","1.04","0.36","25.96","16.76","8.63","77.28","82.09","72.41","114.34","14.16","2.03","2.52","-7.89","0.34","100.00","100.00","6.34","","2018-10-05"
"INDIGO","766.85","1181505.00","1544717.82","-6.10","-8.66","-19.19","-27.92","-28.91","798.92","799.14","839.95","834.14","857.07","859.45","921.51","901.78","952.12","941.44","1037.28","1013.15","1166.28","1098.79","935.37","778.76","857.07","-48.51","-44.43","-4.08","27.28","17.92","23.92","29.66","23.44","25.27","-84.43","864.14","60.75","44.12","-93.23","-0.43","44.75","48.25","-182.10","","2018-10-05"
"INDIGO-1M","768.10","2271000.00","2829876.00","-5.56","-8.43","-19.31","-27.81","-28.64","800.55","799.92","841.13","835.54","859.58","861.00","923.70","902.95","952.04","942.02","1035.60","1012.87","1165.45","1099.07","939.79","779.36","859.58","-48.60","-44.11","-4.49","26.97","18.46","24.81","28.61","22.89","26.01","-84.09","868.34","57.40","44.51","-93.61","-0.43","41.16","47.05","-183.80","","2018-10-05"
"INDIGO-2M","762.80","24000.00","582696.00","-4.05","-9.55","-19.77","-27.81","-31.36","803.64","796.63","842.31","835.45","860.25","860.88","922.85","901.76","948.76","939.70","1029.57","1009.27","1162.14","1099.28","942.94","777.56","860.25","-48.27","-42.30","-5.97","24.61","18.47","35.70","28.79","12.92","23.28","-81.68","861.14","44.95","40.51","-96.26","-0.41","2.16","11.22","-188.00","","2018-10-05"
"INDLMETER","57.20","3951.00","5333.60","-3.78","-7.22","-18.98","-30.03","-29.73","58.98","59.38","63.94","62.91","66.58","65.10","69.04","68.15","71.57","70.83","76.91","76.06","92.60","84.88","77.70","55.46","66.58","-4.01","-3.14","-0.87","25.71","12.12","21.95","28.37","36.74","37.29","-85.26","69.86","2.50","4.69","-89.90","-0.36","13.22","48.58","-13.40","","2018-10-05"
"INDNIPPON","420.00","7631.00","13079.20","-1.62","-11.29","-18.66","-14.07","-19.68","428.74","432.97","467.40","458.52","482.54","470.82","494.62","483.04","497.14","489.76","498.64","498.14","513.96","512.73","549.05","416.02","482.54","-21.21","-12.56","-8.65","27.91","8.60","28.42","26.56","11.69","15.46","-78.58","493.54","12.75","23.42","-93.88","-0.06","66.17","32.91","-96.35","","2018-10-05"
"INDOCO","168.30","61580.00","116339.82","-5.58","-16.58","-24.93","-6.50","-18.91","185.85","183.32","198.57","195.52","207.00","199.93","207.67","202.29","204.31","202.22","197.00","203.39","223.37","218.88","237.73","176.27","207.00","-7.03","-2.19","-4.84","28.77","10.21","32.54","24.99","17.10","30.76","-126.43","204.63","18.40","12.85","-92.74","0.16","0.00","2.79","-55.90","","2018-10-05"
"INDORAMA","19.75","19783.00","46285.38","1.02","-11.83","-23.45","-12.80","-25.89","20.22","20.38","22.55","22.01","23.75","22.84","24.23","23.64","24.91","24.11","24.18","25.20","30.93","28.73","28.64","18.86","23.75","-1.43","-0.87","-0.56","32.93","8.46","33.49","23.02","29.05","29.90","-70.49","24.52","0.95","1.55","-85.80","-0.06","55.33","18.44","-6.05","","2018-10-05"
"INDOSOLAR","3.30","325543.00","207003.30","0.00","-13.16","-29.79","-31.96","-50.75","3.43","3.46","3.95","3.84","4.20","4.07","4.54","4.38","4.81","4.61","4.94","5.08","6.81","6.14","5.26","3.14","4.20","-0.43","-0.33","-0.09","35.22","8.19","35.61","20.95","7.21","4.45","-92.59","3.98","0.15","0.27","-96.67","-0.38","0.00","0.00","-1.40","","2018-10-05"
"INDOSTAR","300.10","189560.00","147279.82","3.70","-13.19","-33.87","-42.89","0.00","302.58","307.92","353.48","344.25","382.88","367.45","414.56","398.71","434.75","425.09","478.94","474.14","","","495.18","270.58","382.88","-42.26","-33.26","-9.01","46.61","6.64","37.82","18.65","16.56","14.03","-42.09","338.70","21.10","21.97","-89.85","-0.50","100.00","50.57","-153.70","","2018-10-05"
"INDOTECH","89.55","8096.00","4675.54","-7.35","-13.85","-34.52","-38.89","-56.92","94.33","96.16","110.93","107.33","118.53","114.09","126.37","123.05","135.08","130.08","144.31","142.36","172.44","166.59","150.97","86.09","118.53","-12.30","-9.43","-2.86","32.81","9.43","38.97","16.64","22.46","18.50","-126.26","103.25","11.40","7.68","-93.59","-0.45","36.82","67.06","-47.20","","2018-10-05"
"INDOTHAI","39.00","6149.00","15177.74","1.43","-16.49","-22.54","-23.75","-16.49","40.63","40.71","45.53","44.14","47.20","45.80","48.57","47.82","50.63","49.51","52.30","53.07","65.99","58.65","55.94","38.46","47.20","-2.97","-1.93","-1.04","26.84","17.67","28.99","27.70","12.02","13.97","-38.92","47.86","5.45","3.36","-91.67","-0.29","25.20","8.40","-11.35","","2018-10-05"
"INDOWIND","3.95","37294.00","49071.32","-2.47","-11.24","-23.30","-21.00","-32.48","4.11","4.13","4.45","4.38","4.64","4.51","4.75","4.66","4.76","4.81","5.04","5.25","7.33","6.46","5.38","3.91","4.64","-0.23","-0.15","-0.08","17.73","15.70","29.27","31.76","24.44","19.26","-121.69","4.59","0.40","0.32","-92.00","-0.26","24.94","41.78","-1.20","","2018-10-05"
"INDRAMEDCO","39.35","27183.00","68754.28","-0.25","-5.64","-21.06","-8.06","-22.84","39.68","39.98","41.98","41.76","43.88","42.80","45.27","43.78","44.85","44.26","44.34","45.12","49.01","48.00","50.22","37.55","43.88","-1.78","-1.19","-0.59","32.43","10.16","30.96","26.03","20.08","20.34","-80.30","41.78","0.70","1.58","-93.10","0.00","37.28","39.68","-10.50","","2018-10-05"
"INDSWFTLAB","60.40","27722.00","50935.84","3.51","1.85","-29.69","-32.44","81.65","57.79","59.08","62.64","63.37","69.66","67.28","76.48","72.38","79.51","75.26","82.03","76.43","72.19","68.29","91.34","47.98","69.66","-7.12","-6.38","-0.74","36.89","10.49","30.38","32.09","69.40","44.37","119.36","53.00","2.40","4.46","-76.09","-0.25","100.00","100.00","-25.50","","2018-10-05"
"INDSWFTLTD","7.15","1194.00","27405.96","2.14","-0.69","-16.37","-8.33","4.38","6.94","7.07","7.48","7.49","8.34","7.73","8.19","7.90","7.91","7.94","7.97","7.98","8.32","8.22","10.98","5.70","8.34","-0.40","-0.22","-0.18","23.21","17.43","27.77","40.06","55.09","34.84","40.54","7.76","0.50","0.57","-76.47","0.11","100.00","100.00","-1.40","","2018-10-05"
"INDTERRAIN","132.75","58725.00","27211.38","0.38","-3.03","-0.41","-13.71","-32.97","133.15","133.33","135.30","134.18","134.57","134.60","133.50","136.39","137.83","139.59","148.76","148.47","176.54","169.27","140.73","128.42","134.57","-1.08","-1.11","0.03","29.89","9.45","17.88","45.36","48.67","48.73","12.79","138.00","7.00","7.12","-62.40","-0.32","33.98","11.33","-0.55","","2018-10-05"
"INDUSINDBK","1607.35","4352946.00","1617146.08","1.12","-4.44","-15.27","-17.61","-4.37","1633.65","1631.03","1709.95","1695.82","1759.84","1738.91","1833.72","1795.20","1882.00","1830.10","1905.21","1857.07","1823.58","1815.60","1957.90","1561.78","1759.84","-78.45","-64.08","-14.36","51.03","6.43","36.42","24.61","28.17","27.67","-63.84","1735.97","66.45","54.14","-83.43","-0.15","55.41","18.47","-289.65","","2018-10-05"
"INDUSINDBK-1M","1607.80","4987800.00","2539776.00","0.59","-4.44","-15.72","-17.34","-4.04","1640.61","1636.37","1715.25","1701.22","1764.96","1744.03","1838.80","1799.49","1885.09","1833.35","1905.12","1858.48","1821.84","1815.68","1961.90","1568.01","1764.96","-77.83","-63.32","-14.51","47.97","7.47","37.24","23.07","27.05","28.40","-69.08","1740.36","62.35","52.32","-85.28","-0.14","31.45","10.48","-299.90","","2018-10-05"
"INDUSINDBK-2M","1608.10","23100.00","660576.00","0.22","-4.98","-15.72","-16.69","-4.58","1643.31","1639.51","1719.60","1704.67","1767.62","1746.76","1839.90","1800.31","1883.33","1832.24","1897.25","1854.80","1815.99","1812.66","1960.69","1574.56","1767.62","-76.24","-61.14","-15.09","44.66","10.77","39.50","20.96","23.36","22.49","-64.60","1743.35","41.80","50.54","-86.16","-0.13","13.03","4.34","-300.00","","2018-10-05"
"INEOSSTYRO","665.50","5014.00","6423.92","-4.74","-6.62","-17.69","-12.32","-21.61","680.59","686.97","727.02","716.35","749.33","731.79","762.05","746.28","757.63","755.43","764.68","777.20","865.74","846.40","846.31","652.35","749.33","-26.28","-15.81","-10.47","36.89","9.31","34.25","30.52","58.99","54.73","-49.76","611.85","56.95","35.15","-73.87","-0.05","47.27","79.09","-143.00","","2018-10-05"
"INFIBEAM","59.55","20495785.00","13748982.80","-5.33","-70.28","-74.32","-60.84","-53.80","64.90","83.39","158.86","135.46","183.40","157.58","198.07","174.92","193.51","179.90","177.16","178.91","166.62","169.72","322.76","44.04","183.40","-36.87","-17.16","-19.71","65.06","6.11","55.33","22.57","16.08","15.04","-65.40","194.13","8.85","24.29","-89.96","0.30","70.71","36.84","-172.35","","2018-10-05"
